vedetto	fako	senci	nomi_latina	lingui	kodo	pagino	ligno	imago	drapeli
aklimatar	trans	Igar (lu) adaptar su a klimato altra kam ta di lua nasko-lando. - (anke metaf.)		germana,angla,franca,italiana,rusa,hispana	DEFIRS	13	20	20	
akneo		(patol.)Erupto di papuli. - EFIS. akoluto. (Eklezio katolika). Kleriko qua, en kirko, exekutis la taski grosiera.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	13	23	20	korektita
akomodar	trans	Aranjar kozo tale ke lu konvenas por ulu.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	13	28	20	korektita
akompanar		I. Juntar su (ad ulu) por irar adube lu iras. ¶ II. (muziko) Adjuntar, a la parto precipua quan kantas o pleas ulu, partin acesora por igar olta saliar.		angla,franca,italiana,rusa,hispana	EFIRS	13	31	20	korektita
akonito	bot	Planto venenoza, ek la familio "renonkulacei".	aconitum	germana,angla,franca,italiana,rusa,hispana	DEFIRS	13	35	20	korektita
akonto		Pago di parto de debo.		germana,angla,franca,italiana,hispana	DEFIS	13	38	20	korektita
akoro	bot	Genero de aroidei, kun flori hermafrodita, qui enkovras la spadico.	acorus calamus	latina	L	13	40	20	
akordar	trans	I. (muziko) Existigar relato preciza inter la soni diversa di muzik-instrumento segun diapazono. Regular plura instrumenti muzikala segun la sama diapazono- sono. ¶ II. (gram.)Igar (per flexioni) vorto relatar kun altra vorto di qua lu devas sequar la varii.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	13	43	20	korektita,ordino-rompita
akordeono		Muzik-instrumento, kun klavaro, langeti metala, libere movebla, quin vibrigas suflilo.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	13	49	20	korektita
akra		I. Di qua la saporo, la odoro, esas forta, quaze acida, ed iritas la respir-organi e la guturo. ¶ II. (metaf) (aludante persono). Di qua la karaktero esas bitre vundiva.		angla,franca,italiana,hispana	EFIS	13	52	20	korektita
akreditar	trans., ye	I. Igar (ulu) egardata kom fidinda (anke financale). ¶ II. Igar (ulu) agnoskesar kom ambasad- isto ye guvernistaro stranjera.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	14	5	21	korektita
akrido	zool	Insekto saltera, qua devastas la agri trupe, e quan onu konfundas ofte a la lokusto.	acridium	italiana	I	14	9	21	
akrobato		La homo qua agas publike prodaji di forteso, di equilibro, di ajileso ; gimnastikisto, klauno, herkulatro, equilibristo, jonglisto, dislokito, desostizito, serpent- atro, e c.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	14	12	21	korektita
akrochar	trans., an	. I. Pendigar de hoko. ¶ II. Retenar per hoko o per ulo qua efikas quale hoko.		franca	F	14	17	21	
akromatino	biol	Substanco liquida di la celulo-nukleo qua esas kolorizebla per reaktivi, ma multe plu desfacile kam kromatino.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	14	20	21	
akropolo	che la Greki antiqua	. Citadelo, en la parto maxim alte-situita di la urbo.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	14	24	21	korektita
akrostiko		Serio de versi di qui la literi unesma di singla lineo riproduktas, segun lia ordino, la literi ye qui kon- sistas la nomo di persono o di kozo.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	14	27	21	korektita
akroterio	arkit	Soklo di statuo, di vazo, instalita sur frontono.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	14	31	21	
akto		I. (yuro) Folio skriburoza qua konstatas fakto, kon- venciono, obligeso. ¶ II. (teatro). Parto di teatrajo, separita de la cetera da intervalo.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	14	34	21	
aktinio	zool	Zoofito kun korpo pulpatra, quaze muskuloza, ornita diverse, adheranta a sulo per bazo cirkla qua efi- kas quale ventuzo.	actinia	germana,angla,franca,italiana,rusa,hispana	DEFIRS	14	38	21	korektita,ordino-rompita
aktinika		Dicesas pri ta radii per qui la suno-lumo efikas ke- miale a substanci diversa.				14	42	21	sen-lingui,ordino-rompita
aktiva		I. (gram.)Voco aktiva : qua expresas la ago. ¶ II. (milit.)Servado aktiva : servado da la armeanigeblo qua esas reale en armeo, sub la standardo. ¶ III. (financo) Debaji aktiva : pri qui onu esas la debario. ¶ IV. (ko- merco).Aktivo : to quon ulu expektas recevor kom debata a lu - to quon lu posedas, proprietas.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	14	45	21	korektita
aktoro	teatro, cinemo	. La persono qua reprezentas un ek la roli, en teatrajo o cinemajo.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	14	52	21	
aktuala		I. (filoz.) Qua realeskas - qua pasas de virtualeso ad ago. ¶ II. Qua interesas en la periodo nuna.		germana,angla,franca,italiana,hispana	DEFIS	15	5	22	korektita
akular	trans., ad	. I. Igar butar kontre ulo, per la parto dopa. ¶ II. Pulsar aden loko ube ne plus esas posibla retroirar. - (anke metaf.)		franca,italiana,hispana	FIS	15	8	22	
akumular	trans	Pozar kozi, ici sur iti, plenigante, ecese, sen-limite. - (anke metaf.)		germana,angla,franca,italiana,rusa,hispana	DEFIRS	15	12	22	korektita
akumulatoro	elektr	Aparato baterio, fonto di elektro, quan onu povas transportar ed uzar en sua lojeyo.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	15	15	22	korektita
akurata		Qua arivas (persono) precize ye la kloko konvencionita.		germana,italiana,rusa,hispana	DIRS	15	18	22	
akushar	trans	Igar la feto homala ekirar- per ekpulso naturala, o per extrakto - de la organo en qua lu su de- velopis.		germana,angla,franca,rusa	DEFR	15	21	22	
akustiko		La parto di fiziko qua koncernas la soni.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	15	25	22	korektita
akuta		I. Qua finas per pinto longa. - Angulo akuta : min apertita kam angulo orta. ¶ II. Qua igas sentar su quaze kom penetranta. (metaf.)		germana,angla,franca,italiana,hispana	DEFIS	15	27	22	korektita
akuzar	trans., pri	. I. Signalar (lu) kom kulpinta. II. (yuro- cienco) (a) Signalar (lu) kom kulpinta, koram tribunalo ; (b) Sendar a tribunalo. ¶ II. Signalar kom kriminalo la homo quan la judiciisto inquestala +inkulpas, t.e. judikas kom tre versemble kulpinta.		angla,franca,italiana,hispana	EFIS	15	31	22	korektita
akuzativo		(gram) (En la deklino-sistemo di la lingui Greka, Latina, Germana, Rusa, e c.) La kazo di la komplemento direta.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	15	37	22	korektita
-ala		Sufixo qua signifikas "qua relatas, koncernas, apartenas a, dependas de, konvenas por", ed anke "segun la maniero di, analoga a la verki da, digna de".				15	41	22	sen-lingui,korektita,ordino-rompita
alo		I. Apendico quan havas, an singla flanko di sua korpo, la animali qui povas flugar, e quan li desfaldas ed agitas por sustenar su en atmosfero. ¶ II. (pri vento-muelilo). La granda kadri telizita qui, per moveso da vento, igas la muelo rotacar. ¶ III. Irgo qua su extensas o desfaldas ye singla di la du flanki di kozo: (a) alo di armeo : la parto sinistra e la parto dextra di la batalio-korpo ; (b) alo di edifico, di aeroplano, e c.		angla,franca,italiana,hispana	EFIS	15	45	22	korektita
alabastro		I. Varietato di gipso, diafane-blanka, mola e facile laborebla. ¶ II. Varietato di marmoro, lakto-blanka, diafana, qua devenas precipue de la stalaktiti e stalagmiti.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	15	54	22	korektita,ordino-rompita
alaktar	trans,	(aludante muliero). Nutrar (infanteto) per sua lakto.		angla,franca,italiana,hispana	EFIS	16	5	23	korektita
alambiko		Aparato por distilar.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	16	8	23	korektita
alarmar	trans	Advokar a lia armi korpo de soldati.		germana,angla,franca,italiana,hispana	DEFIS	16	10	23	korektita
alaudo	zool	Ucelo di la familio "konirostri", qua vivas en la agri.	alauda	franca,italiana,hispana,latina	FISL	16	13	23	korektita
albo	liturgio katolika	. Tuniko ek telo blanka, kunligita super la reni per zono o kordono, quan la episkopi, la sacerdoti, e c. +weras sur sua sutano por celebrar la meso.		germana,angla,franca,italiana,hispana	DEFIS	16	16	23	korektita
albatroso	zool	Mar-ucelo di la mi-sfero australa di Tero, ek la familio "longa-pluma", di qua la beko esas forta e hokatra, e la pedi, sen-polexa.	diomedea	germana,angla,franca,italiana,rusa,hispana	DEFIRS	16	21	23	korektita,ordino-rompita
albergo		Hotelo, situita (generale) en la pre-urbi di urbo, an ruro-voyo od en vilajo.		germana,franca,italiana,hispana	DFIS	16	25	23	
albina	patol	Anomaleso korpala quan karakterizas, che la homo, la senkoloreso di la pelo, di la hari, di la pili, la paleso rozea di la iriso, la redatreso di la pupilo, e quan onu vidas anke che ula animali (kunikli furo-blanka) od elefanti pelo-blanka.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	16	28	23	korektita
albumo		Mikra registro, di qua la folii esas destinita a re- cevar noturi, autografi, skisuri, versi, muzikaji, e c.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	16	34	23	
albumeno		Substanco qua envelopas la embriono en ula grani e nutras lu dum la jermifo. (anke pri la ovi).		germana,angla,franca,italiana,rusa,hispana	DEFIRS	16	38	23	korektita,ordino-rompita
albumino		Substanco quan onu renkontras en la sero di sango, en la albumeno di la ovo, e qua koagulas efike da kaloro.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	16	41	23	korektita
albuminoido		To di qua la naturo esas olta di albumino; dic- esas pri la substanci azotoza (nitroza) di animali o vej- etanti.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	16	45	23	korektita
albuminurio	patol	Formo di maladeso dum qua urino esas albuminoza.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	16	49	23	
alburno	bot	En la arbori bikotiledona, la strato unesma de ligno, ordinare blanka, qua jacas nemediate sub la kortico.		angla,franca,italiana,hispana,latina	EFISL	16	52	23	
alcedo	zool	Mar-hirundo.	alcedo			16	56	23	sen-lingui
alciono	mitol	(en la epoki antiqua). La alcedo, egardata kom ucelo qua facas sua nesto sur maro kalma, e (da la navigisti) kom ucelo bon-augura.		germana,angla,franca,italiana,hispana	DEFIS	17	2	24	
aleo		I. Voyo quan facas bordumo de arbori, de arbusti folioza o de herbi longa-stipa. ¶ II. (arkeol.) Paseyo tektoza, unionuro ek du rangi inter-paralela de dolmeni.		germana,angla,franca,rusa	DEFR	17	6	24	korektita
alegar	trans	Mencionar o citar kom autoritato, donar kom justifikivo, kom punto di sua argumento.		germana,angla,franca,italiana,hispana	DEFIS	17	10	24	korektita,ordino-rompita
alegorio		Vorti figura qui prizentas a la spirito senco qua esas celita sub la senco literala.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	17	13	24	korektita
alejar	trans	Igar min pezoza, Igar min kargoza. (anke metaf.)		angla,franca,italiana,hispana	EFIS	17	16	24	korektita
aleno		Puncilo quan uzas la shuifisti, la selifisti, por borar trui en la ledro-peci quin li volas inter-sutar.		franca	F	17	19	24	
alerta		Ago-rapida. - E.F.				17	22	24	sen-lingui
alexandrino		verso de dek-e-du silabi, kun cezuro an-pos la sisesma.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	17	24	24	
alezar	trans	(teknol.) Polisar, glatigar la parti kava di objekto borita o konkavigita.		franca,italiana,hispana	FIS	17	27	24	korektita
alfabeto		La serio de la literi qui reprezentas la soni ye qui konsistas la vorti.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	17	30	24	
alfenido		Aloyuro de nikelo e de kupro. - DEFIRS. .				17	33	24	sen-lingui
algo	bot	Vejetanto kriptogama qua kreskas en aquo sen-sala o saloza en la loki tre humida.	alga	germana,angla,franca,italiana,rusa,hispana	DEFIRS	17	35	24	korektita
algebro	matem	Cienco di qua la skopo esas simpligar e solvar la problemi pri la +grandori, reprezentante li per literi e signi, e determinante la relati qui interligas la elementi diversa di la problemo, per formulo quan onu povas aplikar ad omna kazi simila ; e qua, preterirante la skopo, studias la relati kom ipsajo, sen egardar lia origino, formi, kombinuri e transformesi.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	17	38	24	korektita,ordino-rompita
algoritmo	matem	Tipo di noto-sistemo qua esas propra di genero partikulara di kalkulado.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	17	46	24	korektita
alio	bot	Varietato di planti liliacea, di qua la bulbo odoras e saporas forte e pikante : shaloto, oniono, cibolo, ciboleto.	allium sativum	franca,italiana,hispana,latina	FISL	17	49	24	
aliancar	trans., kun	. Unionar personi, familii, per mariajo. - DEFIS. (Ta vorto ne esas sinonimo di mariajar : mariajo relatas nur la gespozi ; aliancar relatas lia familii.)				17	53	24	sen-lingui,korektita,ordino-rompita
alibio	yuro kriminala	. La fakto esir ye la instanto kande krimino eventis, en loko altra.		germana,angla,franca,hispana,rusa	DEFSR	18	5	25	
alidado		Linealo movebla por la relevo di mapi, qua havas, ye singla di sua extremaji, dioptri tra qui onu vizas la objekto di qua onu volas determinar la direciono.		germana,angla,franca,rusa,hispana	DEFRS	18	8	25	
alienar	trans	(yuro-cienco). Igar la proprieto di ulu pasar ad altru, per vendo, cedo, e c.		germana,angla,franca,italiana	DEFI	18	13	25	korektita
alienacar	netrans	Divenar quaze stranjera ye su ipsa, perdar sua rezono-fakultato.		angla,franca,italiana,hispana	EFIS	18	16	25	ordino-rompita
aligatoro	zool	Sorto di krokodilo en la fluvii di Amerika. L. alligator.		germana,angla,franca,italiana,rusa,hispana,latina	DEFIRSL	18	19	25	korektita
alimentar	trans., ye	. Provizar ye to quo esas necesa pri la duro di lua funciono, vivo, e c. (Ex.: alimentar urbo, kaldiero, mashino).		germana,angla,franca,italiana,hispana	DEFIS	18	22	25	
alineo		Separo quan onu agas inter frazo e la preiranta, per igar lu spaco-komencar sur la lineo sequanta, dop mikra interspaco lakuna.		germana,franca,italiana	DFI	18	26	25	
aliniar	trans	Rangizar (soldati, planti) tale ke la en- semblo formacas quaza lineo.				18	30	25	sen-lingui
aliquanta	matem	Dicesas pri+grandoro qua ne kontenesas ulaquantafoye sen restajo, en toto. (Ex.: 2 esas parto aliquanta de 13).		angla,franca,italiana,hispana	EFIS	18	33	25	korektita
aliquota	matem	Dicesas pri +grandoro qua kontenesas'ula- quantafoye sen restajo. (Ex.: 2, 3, 4... esas parti ali- quota di 12).		angla,franca,italiana,hispana	EFIS	18	37	25	korektita
aliteracar	netrans. e trans	Komencar (o finar) per la sama sono o soni.		germana,angla,franca,italiana,hispana	DEFIS	18	41	25	
alizeo	meteorol	Vento qua suflas uniforme e konstante, de la komenco til la fino di la yaro, inter la tropiki.		franca,italiana,hispana	FIS	18	44	25	korektita
alko	zool	Speco de cervi, qua habitas la regioni norda di Tero.	cervus alces	germana,angla,italiana,hispana,latina	DEISL	18	47	25	korektita
alkado	En Hispania	. Judiciisto qua esforcas konciliar la interprocesonti qui intencas demandar la judicieso di sua afero koram la tribunalo di la yuro civila.		germana,angla,franca,italiana,hispana	DEFIS	18	50	25	ordino-rompita
alkalio	kemio	Kompozajo kemiala qua efikas kom bazo kande lu kontaktas acido, en la sali.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	19	2	26	korektita
alkaloido	kemio	Kompozajo organika di qua la propraji esas alkaliatra.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	19	5	26	
alkemio		Savo arkana qua mixas, a procedi kemiala, la formuli di pseudo-"arto sakra" por deskovrar la moyeno fabrikar oro e panaceo.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	19	8	26	
alkoholo		Liquido quan onu obtenas per la distilo di la drinkaji fermentacita.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	19	12	26	korektita
alkoholometro		Instrumento per qua onu determinas la quanto di alkoholo quan kontenas vino, brandio, e c.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	19	15	26	korektita
alkoholometrio		Ta parto di fiziko qua traktas la procedi quin onu uzas por determinar la quanto de alkoholo quan kontenas la liquori alkoholoza.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	19	18	26	korektita,ordino-rompita
alkovo		Kavajo en dormo-chambro por lokizar ibe un o plura liti.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	19	22	26	
almanako		Kalendaro qua kontenas anke indiki astronomiala, konjekti e predici pri la vetero dum la tota yaro qua komencas.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	19	25	26	
almeo		Dansistino e kantistino, che la Orientani.		germana,angla,franca,italiana,hispana	DEFIS	19	29	26	korektita
almonar	netrans., ad	Donacar karitatale a la povri.		germana,angla,franca	DEF	19	31	26	korektita
alno	bot	Arboro ek la familio "betulacei", qua kreskas an la rivo di la aquo-flui, lagi, lageti.	alnus	franca,italiana,latina	FIL	19	33	26	korektita
aloo	bot	Planto dika-folia, liliacea, di qua la folii kontenas suko bitra.	aloe socotrina	germana,angla,franca,italiana,rusa,hispana,latina	DEFIRSL	19	36	26	
alodio	feudismo	.Domeno qua, donacite kom proprietajo di la donacario, esis heredebla e nedependanta, ecepte pri la homajo di vasaleso.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	19	39	26	ordino-rompita
alonge		Paralele ye la bordo, ye la rivo, ye la litoro di..., ma kelka-diste (de lu).		angla,franca,italiana	EFI	19	43	26	korektita
alonjo		I. (tekn.) Tubo quan onu adjuntas ad altra por igar lu plu longa o por igar lu komunikar kun altra tubo o vazo ; anke: prolonguro di tablo. ¶ II. (komerco) (pri trato). Papero-peco quan onu glutinas an lu kande, sur la trato ipsa, ne plus esas sat multa spaco pri la plusa indosi.		germana,angla,franca	DEF	19	46	26	korektita
alopatio	medicino	. La medicino qua kuracas per la inversaji (kontraste kun homeopatio), konforme a la formulo Latina contraria contrariis curantur.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	19	52	26	korektita
alopecio	patol	Desaparo, tota o parta, di la hari, di la pili, e c. (che homo od animalo).		germana,angla,franca,italiana,hispana	DEFIS	20	2	27	korektita
aloso	zool	Fisho ek la familio "Kupi", di qua la karno prizesas multe.	alosa vulgaris	germana,angla,franca,hispana,latina	DEFSL	20	5	27	korektita
alotropa	kemio	Dicesas pri la korpi simpla qui, per altrigar sua stando, aquiras propraji anke altra.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	20	8	27	
aloyar	trans	Kombinar, mixar metali (per fuzo).		angla,franca	EF	20	12	27	
alpo		Pastureyo ye altitudo tre granda sur la monti Alpa.		germana,angla,franca,italiana,rusa,hispana	DEFIRS	20	14	27	
alpako	zool	Ruminero ek la genero "lamai", di qua la lan-felo esas silkatra.	auchenia pacos			20	17	27	sen-lingui,ordino-rompita
