# Sosies corriges par le lexique du livre (passe unique, criteres severes).
# Une seconde passe sur le texte deja corrige a ete essayee : elle degrade
# (99,23/99,50 -> 99,14/99,41). Le lexique s'appauvrit a mesure qu'on le
# corrige, et les formes rares deviennent des cibles. Une passe, pas deux.
627	37	27	c
628	53	3	s
629	4	32	l
629	19	3	m
629	38	51	l
630	24	10	o
630	34	42	l
630	62	9	h
630	63	68	o
632	25	37	o
632	43	0	v
632	52	0	v
634	28	43	r
635	35	58	c
635	52	15	l
636	28	15	c
637	29	49	u
637	30	3	o
638	10	29	n
638	42	8	e
638	43	29	a
